Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
2016-01-24,0.9,3895844.89,2092736.34,663827.91,16838.16,1122442.48,570260.95,552166.44,,conventional,2016,Southeast
2016-07-31,1.4,9346.26,558.77,3796.68,0.0,4990.81,1087.86,3902.95,0.0,organic,2016,Columbus
2015-05-31,1.58,716942.71,205250.19,333300.63,6835.09,171556.8,117664.54,53892.26,0.0,organic,2015,TotalUS
2015-01-18,1.39,229216.05,,160683.8,286.52,64898.32,62671.58,2226.74,0.0,conventional,2015,HartfordSpringfield
2017-06-04,1.19,98460.27,42302.58,3757.52,7950.05,44450.12,44427.36,11.47,,conventional,2017,Boise
2015-11-29,1.12,429109.64,85241.45,179982.42,14146.28,149739.49,31920.41,117819.08,,conventional,2015,Denver
2017-04-02,2.0,16320.74,80.78,1392.51,0.0,14847.45,14307.53,539.92,,organic,2017,Boston
2015-12-20,1.0,385518.03,,224843.47,15917.28,45152.67,45138.23,8.66,5.78,conventional,2015,Sacramento
2015-05-24,1.21,267022.77,58855.6,80893.32,50072.71,77201.14,76580.12,621.02,0.0,conventional,2015,RaleighGreensboro
2015-03-08,1.63,6507.49,284.64,1349.92,8.83,4864.1,4864.1,0.0,,organic,2015,Philadelphia
2018-01-14,1.1,1003142.47,178992.28,323916.08,11963.62,488270.49,121454.8,366815.69,,conventional,2018,Denver
2016-10-23,1.12,568596.03,77057.58,127808.18,12872.16,350858.11,349205.42,1375.66,,conventional,2016,Portland
2015-02-22,0.85,5208272.73,3077730.66,1408136.41,81708.29,640697.37,529675.01,111022.36,,conventional,2015,SouthCentral
2018-01-14,1.05,7577456.14,2249412.86,2028819.77,113257.03,3185966.48,1152416.21,2017353.32,,conventional,2018,West
2016-05-08,1.05,253622.75,55853.79,113811.25,18608.39,65349.32,57141.94,7275.44,,conventional,2016,Charlotte
2016-09-11,1.47,7565.44,1321.86,108.37,0.0,6135.21,2990.0,3145.21,,organic,2016,Orlando
2015-04-05,1.64,9013.89,4591.9,4319.15,0.0,102.84,102.84,0.0,0.0,organic,2015,Sacramento
2017-09-10,2.35,4093.34,195.54,665.8,0.0,3232.0,2181.65,1050.35,0.0,organic,2017,Jacksonville
2016-11-13,2.35,1795.08,38.49,1229.53,1.01,526.05,43.33,482.72,,organic,2016,Spokane
2016-10-30,1.87,872.07,0.0,349.89,0.0,522.18,0.0,522.18,,organic,2016,Boise
2016-07-31,1.48,187969.31,,68964.23,24742.11,54443.04,50677.92,3330.12,,conventional,2016,Charlotte
2015-07-19,1.64,49484.06,7839.69,35593.5,73.11,5977.76,0.0,5977.76,0.0,organic,2015,Seattle
2017-08-13,1.43,238229.99,,127782.88,58.29,68272.71,55944.4,9001.64,,conventional,2017,HarrisburgScranton
2017-03-12,0.92,52810.48,13678.39,40.61,0.0,39091.48,18616.19,20475.29,,organic,2017,Houston
2016-04-17,1.01,370690.55,,109475.73,5464.93,102024.21,67727.91,34296.3,,conventional,2016,SouthCarolina
2018-02-18,1.23,4082887.98,2267185.54,315802.19,16241.89,1483658.36,996473.57,475690.59,11494.2,conventional,2018,Southeast
2015-10-25,1.22,199222.68,,50170.35,50086.92,46227.43,44925.95,1301.48,,conventional,2015,RaleighGreensboro
2016-12-11,1.16,1887.69,0.0,710.07,0.0,1177.62,363.34,814.28,,organic,2016,Louisville
2016-02-28,1.24,89262.56,28679.61,6947.04,2.79,53633.12,38914.83,14718.29,0.0,organic,2016,SouthCentral
2015-02-15,1.39,223170.31,3681.09,138690.77,216.75,80581.7,79026.53,1555.17,,conventional,2015,HartfordSpringfield
2016-04-10,1.23,19988.34,1574.7,9821.03,0.0,8592.61,6862.17,1730.44,,organic,2016,SanDiego
2015-09-06,1.11,99172.96,879.45,90062.62,240.79,7990.1,7762.87,227.23,,conventional,2015,Albany
2015-03-22,1.34,21370.71,12997.29,8370.33,0.0,3.09,3.09,0.0,,organic,2015,SanFrancisco
2015-03-08,1.07,40507.36,,30370.64,159.05,9181.99,8827.55,354.44,,conventional,2015,Albany
2016-01-24,0.85,564637.66,104831.87,157896.39,21607.39,280302.01,238110.78,42191.23,0.0,conventional,2016,SanDiego
2018-03-25,1.52,15372.8,2399.71,3164.8,0.0,9808.29,9789.7,18.59,,organic,2018,PhoenixTucson
2016-01-10,1.32,12435.43,1414.85,5266.26,0.0,5754.32,515.58,5238.74,,organic,2016,SanDiego
2017-01-08,1.26,174079.23,1225.77,102134.85,3082.6,67636.01,60761.6,6851.61,,conventional,2017,GrandRapids
2016-01-03,0.98,185316.35,131286.47,11153.76,7695.24,35180.88,26143.71,9037.17,0.0,conventional,2016,Nashville
2015-08-02,2.11,2184.03,331.81,1800.15,0.0,52.07,0.0,52.07,0.0,organic,2015,Spokane
2017-10-22,2.3,29230.93,1276.83,12683.1,15.26,15255.74,1354.57,13871.5,,organic,2017,Seattle
2017-03-19,1.19,10420.76,1187.88,489.0,0.0,8743.88,1218.56,7525.32,0.0,organic,2017,StLouis
2016-07-10,1.68,3843.3,1452.19,79.88,8.35,2302.88,2302.88,0.0,0.0,organic,2016,Jacksonville
2016-01-31,1.65,9140.79,2.48,154.07,0.0,8984.24,8984.24,0.0,,organic,2016,NorthernNewEngland
2017-03-05,0.99,2768930.88,897311.08,518369.51,83307.14,1269943.15,1214991.2,6376.28,,conventional,2017,LosAngeles
2016-03-06,1.06,325786.78,156334.57,90668.09,8137.83,70646.29,52684.66,17961.63,,conventional,2016,SouthCarolina
2016-07-03,0.96,868986.46,,184172.52,129.62,204708.68,95020.96,92318.0,17369.72,conventional,2016,MiamiFtLauderdale
2015-07-12,1.1,850931.58,58827.99,547537.41,50679.01,193887.17,189236.32,4406.05,244.8,conventional,2015,BaltimoreWashington
2015-04-19,1.18,180944.22,38330.46,41954.32,36041.12,64618.32,63182.05,1436.27,,conventional,2015,Charlotte
2015-07-05,1.55,16352.08,3011.64,12801.71,0.0,538.73,538.73,0.0,,organic,2015,SanDiego
2016-04-10,1.34,1690.4,62.14,1118.45,0.0,509.81,480.0,29.81,,,2016,GrandRapids
2015-01-11,1.46,46687.01,8691.73,33361.78,13.48,4620.02,223.33,4396.69,0.0,organic,2015,Seattle
2017-11-19,1.75,19663.06,1425.46,2936.37,12.49,15288.74,15274.35,14.39,,organic,2017,Philadelphia
2017-05-28,1.23,220314.55,,14664.64,490.82,125310.78,102547.24,17838.96,,conventional,2017,StLouis
2015-05-03,1.13,178889.83,18025.82,113204.3,7488.56,40171.15,21559.51,17453.1,1158.54,conventional,2015,Indianapolis
2015-08-02,1.62,15286.4,198.92,14035.28,0.0,1052.2,123.34,928.86,,organic,2015,CincinnatiDayton
2017-12-31,1.24,82749.14,1450.69,29692.0,23.44,51583.01,1469.39,50019.56,,organic,2017,Seattle
2017-07-02,1.02,113658.98,2605.69,47985.11,340.48,62727.7,23991.67,38397.78,,conventional,2017,Louisville
2017-01-08,1.25,4691937.5,203756.33,3517891.27,29359.1,940930.8,882013.66,58723.55,,conventional,2017,Northeast
2015-10-25,1.55,3021.45,20.19,123.59,0.0,2877.67,2871.0,6.67,,organic,2015,BuffaloRochester
2017-12-24,1.19,675592.64,,171218.36,11713.7,350633.26,104300.12,246332.03,,conventional,2017,Denver
2015-12-13,0.91,153425.94,,11175.45,6145.91,33007.18,23065.69,9806.94,,conventional,2015,Nashville
2017-04-23,1.67,70584.97,4057.02,23962.95,307.19,42257.81,26018.54,16239.27,0.0,organic,2017,Plains
2017-04-30,1.13,124926.39,2573.11,99451.52,81.89,22819.87,10547.36,12272.51,0.0,conventional,2017,Albany
2017-09-24,1.7,314818.19,89050.27,187831.17,962.78,36973.97,34708.41,2069.24,,conventional,2017,Sacramento
2017-01-01,0.73,249074.81,112089.34,27327.66,71.34,109586.47,87099.25,20952.22,1535.0,conventional,2017,Nashville
2016-11-20,1.37,19634.24,5461.76,130.12,0.0,14042.36,13745.95,296.41,,organic,2016,DallasFtWorth
2016-03-20,1.76,1733.01,14.09,258.37,0.0,1460.55,1460.55,0.0,,organic,2016,Albany
2016-10-16,1.22,121791.92,42680.86,32596.5,130.07,46384.49,43935.83,2448.66,0.0,conventional,2016,Roanoke
2016-12-11,0.84,6648833.68,1687192.84,1545122.38,86234.32,3330284.14,2543800.78,778604.87,,conventional,2016,West
2015-06-14,1.57,2144.0,74.98,917.96,0.0,1151.06,780.41,370.65,0.0,organic,2015,Indianapolis
2015-03-29,1.96,3493.98,267.8,1467.6,1227.69,530.89,530.89,0.0,,organic,2015,Charlotte
2015-05-17,1.08,5289138.5,2923673.93,1649623.66,168597.35,547243.56,525804.7,18497.03,,conventional,2015,California
2017-07-02,2.33,13643.23,1162.18,6156.45,7.31,6317.29,6275.92,41.37,0.0,organic,2017,Philadelphia
2016-10-30,2.89,1043.41,105.07,907.25,3.03,28.06,0.0,28.06,,organic,2016,Spokane
2015-03-08,1.37,330353.76,119664.32,178258.33,176.53,32254.58,14940.27,17314.31,,organic,2015,West
2016-04-24,0.98,273208.48,73890.53,118253.05,6402.36,74662.54,74660.0,2.54,,,2016,RichmondNorfolk
2017-07-02,0.99,767074.64,138050.07,193657.22,15389.61,419977.74,417909.15,1832.24,,conventional,2017,Portland
2016-02-07,1.66,17201.44,643.01,7814.15,346.1,8398.18,2034.08,6364.1,,organic,2016,BaltimoreWashington
2017-02-19,1.06,11866.71,1388.4,3401.6,0.0,7076.71,85.62,6991.09,,organic,2017,Atlanta
2017-10-22,2.15,13012.35,951.67,6964.44,0.0,5096.24,5096.24,0.0,0.0,organic,2017,SanDiego
2018-03-18,1.43,119853.94,2557.74,20398.98,133.09,96764.13,82917.28,13846.85,,organic,2018,Southeast
2015-10-04,2.25,15454.59,,11877.16,47.48,1551.24,428.68,1122.56,,organic,2015,NewYork
2015-11-22,1.57,67773.07,,52934.16,0.0,6807.46,3107.27,3700.19,,organic,2015,GreatLakes
2017-01-15,2.09,42233.25,6002.05,18195.1,117.02,17919.08,17791.92,127.16,,organic,2017,NewYork
2017-06-18,1.49,23485.92,852.47,9300.22,0.0,13333.23,4532.28,8800.95,0.0,organic,2017,Atlanta
2016-08-21,1.59,4533.5,454.13,1589.22,0.0,2490.15,1321.24,1168.91,,,2016,Indianapolis
2017-02-12,1.41,1060775.98,136636.34,297764.4,3486.2,622889.04,410668.26,212220.78,,organic,2017,TotalUS
2015-07-26,1.34,7695.34,,4828.27,0.0,2752.05,53.33,2698.72,,organic,2015,Roanoke
2015-08-23,2.11,1553.92,315.82,1027.34,9.34,201.42,0.0,201.42,0.0,organic,2015,Spokane
2015-12-20,1.53,2491.77,,72.97,0.0,2418.8,2119.22,299.58,,organic,2015,Syracuse
2016-04-10,2.2,30461.39,3080.48,11181.09,2403.64,13796.18,12723.77,1072.41,,organic,2016,NewYork
2015-03-15,1.83,43012.32,2925.0,16559.95,26.02,23501.35,23398.38,102.97,0.0,organic,2015,Northeast
2017-03-12,1.16,2918.06,,483.13,0.0,2427.36,240.87,2186.49,,organic,2017,Boise
2015-04-26,0.81,1102639.51,717960.82,270228.19,12091.21,102359.29,91505.88,10463.78,389.63,conventional,2015,DallasFtWorth
2015-07-12,1.22,245528.89,,53986.68,73.35,58395.25,41732.15,16663.1,0.0,conventional,2015,Orlando
2015-08-16,1.09,247813.45,37089.49,161018.66,402.5,49302.8,48581.44,714.85,,conventional,2015,HarrisburgScranton
2015-04-26,1.4,44090.53,15815.81,17652.02,0.0,10622.7,10622.7,0.0,,organic,2015,LosAngeles
2017-12-10,1.07,474539.47,157173.69,266189.47,910.41,50265.9,45079.72,526.67,,,2017,Sacramento
2015-11-29,1.04,353818.15,78566.84,113850.46,13672.29,147728.56,147268.25,89.0,371.31,conventional,2015,Portland
2015-02-22,1.18,773078.09,39072.26,533387.47,106178.47,94439.89,90447.44,3976.51,,conventional,2015,Chicago
2015-11-29,1.17,146103.34,23707.06,82015.89,110.54,40269.85,39640.65,629.2,0.0,conventional,2015,HarrisburgScranton
2016-11-13,1.79,10725.45,3.64,231.57,0.0,10490.24,10490.24,0.0,0.0,organic,2016,NorthernNewEngland
2017-05-07,2.31,8083.68,,5186.8,414.39,2336.3,1777.58,558.72,,organic,2017,Charlotte
2016-11-27,1.35,1131932.27,,272840.98,3226.22,335299.23,305277.39,28166.52,,conventional,2016,Plains
2017-09-10,1.1,1138315.8,606027.02,165584.72,2452.1,364251.96,259297.35,104954.61,,conventional,2017,Houston
2016-01-17,1.51,2169.25,315.5,1240.35,8.83,604.57,283.33,321.24,0.0,organic,2016,Indianapolis
2015-10-18,0.93,264223.22,,186372.86,408.03,49802.07,48878.61,923.46,0.0,conventional,2015,HarrisburgScranton
2015-03-22,1.19,182876.15,41638.46,44726.81,37099.23,59411.65,56443.98,2967.67,0.0,conventional,2015,Charlotte
2016-12-11,1.54,13227.83,,3777.96,60.01,8599.83,8510.92,88.91,,organic,2016,WestTexNewMexico
2016-02-07,1.46,2112.25,1353.88,561.7,0.0,196.67,196.67,0.0,,organic,2016,GrandRapids
2015-01-11,1.79,12915.74,1426.75,10900.1,0.0,588.89,588.89,0.0,,organic,2015,Chicago
2017-11-26,1.45,53796.0,,22808.0,107.0,29023.0,10221.0,18803.0,,conventional,2017,Louisville
2016-04-03,1.3,12140.52,348.81,8344.35,0.0,3447.36,580.0,2867.36,0.0,organic,2016,CincinnatiDayton
2015-09-20,2.01,17916.34,3810.93,12299.01,1110.43,695.97,695.97,0.0,,organic,2015,NewYork
2017-11-05,1.47,187381.18,46741.48,65173.5,4855.57,70610.63,66781.57,3829.06,,conventional,2017,Charlotte
2017-09-17,1.58,462796.84,11826.63,323528.38,1322.39,126119.44,89622.85,36416.59,,conventional,2017,Boston
2016-12-11,0.98,34903.11,,1601.73,16.07,19193.0,379.52,18813.48,0.0,organic,2016,Denver
2018-02-18,1.52,1814929.97,,680037.45,1905.46,886241.96,783017.98,103184.01,,organic,2018,TotalUS
2016-02-28,0.8,585693.61,,144667.93,25138.48,272697.77,201892.8,70804.97,,conventional,2016,SanDiego
2016-10-23,2.23,5525.46,1044.35,3807.61,5.34,668.16,668.16,0.0,,organic,2016,Sacramento
2015-08-02,1.63,2807.04,14.18,2366.56,0.0,426.3,420.0,6.3,0.0,organic,2015,GrandRapids
2017-04-02,1.6,75253.52,2542.88,40061.88,8.0,32640.76,22629.71,10011.05,,conventional,2017,Syracuse
2017-08-20,1.67,496897.67,,145202.43,447.78,224970.12,168561.46,56032.06,,conventional,2017,Seattle
2016-07-31,1.72,53685.87,4040.29,21221.96,2115.7,26307.92,16898.32,9409.6,,organic,2016,Plains
2016-08-28,1.09,172757.72,104278.59,12600.77,347.34,55531.02,52255.66,3275.36,,conventional,2016,Nashville
2015-03-01,1.08,224752.17,138924.43,16229.64,384.82,69213.28,62740.63,6472.65,,conventional,2015,NewOrleansMobile
2018-02-04,1.28,2959541.38,96084.63,2250967.25,3253.28,609236.22,569361.35,38734.78,,conventional,2018,NewYork
2016-09-18,1.54,122908.68,2692.89,70019.45,52.12,50144.22,49337.59,806.63,0.0,conventional,2016,BuffaloRochester
2016-09-11,1.48,197265.79,43258.13,39127.68,77.84,114802.14,46197.11,68605.03,,organic,2016,West
2015-06-21,1.24,804902.52,34715.08,536926.08,122239.65,111021.71,107242.86,1658.76,,conventional,2015,Chicago
2017-02-26,1.08,499261.3,163501.3,282428.66,6156.19,47175.15,45582.62,242.71,1349.82,conventional,2017,Sacramento
2016-01-31,0.98,391266.84,155283.41,95492.75,91.61,140399.07,66287.34,74111.73,,conventional,2016,Tampa
2017-04-09,1.17,215849.78,8795.66,76148.94,1214.24,129690.94,30133.89,99467.56,,conventional,2017,CincinnatiDayton
2016-01-10,1.25,30581.35,1551.96,12122.49,15.05,16891.85,22.3,16869.55,,,2016,Portland
2016-04-24,1.63,3752.94,,232.87,0.0,3520.07,1805.18,1714.89,0.0,organic,2016,Syracuse
2017-08-06,1.45,8573.19,132.01,1644.3,0.0,6770.01,3840.62,2929.39,0.0,organic,2017,Indianapolis
2017-12-17,1.58,34581.64,1256.76,7053.3,50.28,26221.3,26217.97,3.33,0.0,organic,2017,BaltimoreWashington
2017-08-13,1.7,125212.99,3912.7,48945.22,30208.75,42146.32,29466.86,3459.77,,conventional,2017,GrandRapids
2015-11-29,1.33,42934.45,8753.06,14877.52,0.0,19303.87,19134.05,169.82,,organic,2015,LosAngeles
2018-03-25,1.45,121917.39,,18391.86,110.05,101486.09,85313.41,16172.68,,organic,2018,Southeast
2017-03-12,1.53,73839.48,950.82,43531.8,9.0,29347.86,16225.96,13121.9,,,2017,Syracuse
2017-05-14,1.19,36634269.03,12807836.17,9717257.8,652973.26,13456201.8,10373347.62,2859413.59,,conventional,2017,TotalUS
2015-06-28,0.74,1135915.03,613485.76,337700.09,1935.65,182793.53,87444.74,95348.79,,conventional,2015,Houston
2016-05-08,0.81,643699.77,199995.47,159036.97,253.52,284413.81,77087.9,206444.51,,conventional,2016,Atlanta
2017-05-21,1.02,207645.24,105432.3,48642.87,3875.28,49694.79,34916.3,14778.49,,conventional,2017,Pittsburgh
2016-10-02,1.3,123300.36,54053.13,25747.7,2077.48,41422.05,36952.51,4469.54,,conventional,2016,Columbus
2016-05-01,0.79,7158300.84,2324813.13,2013820.54,131269.35,2688397.82,1975170.33,706418.43,6809.06,conventional,2016,West
2015-09-20,1.97,17859.24,4479.19,8805.98,15.93,4558.14,2.95,4555.19,,organic,2015,Seattle
2018-03-18,1.11,508979.43,333194.13,32206.33,1543.14,142035.83,82165.92,59626.58,,conventional,2018,Orlando
2015-02-22,1.15,250888.8,99207.09,34703.33,46471.63,70506.75,66789.41,267.65,3449.69,conventional,2015,Detroit
2016-12-18,1.48,6429.27,693.2,13.9,0.0,5722.17,5309.07,413.1,,organic,2016,Pittsburgh
2017-11-05,1.61,18723.45,256.08,154.47,5.48,18307.42,18300.82,6.6,,organic,2017,HarrisburgScranton
2017-03-05,1.18,107354.25,3123.26,90784.49,57.86,13388.64,13277.29,111.35,,conventional,2017,Albany
2017-12-03,1.18,7575.49,101.72,39.09,0.0,7434.68,3655.67,3779.01,0.0,organic,2017,BuffaloRochester
2015-02-08,1.24,10351.99,225.93,8949.13,0.0,1176.93,963.33,213.6,0.0,organic,2015,CincinnatiDayton
2016-10-02,1.6,122091.54,1617.76,67660.2,4166.81,48646.77,43757.18,4868.96,,conventional,2016,GrandRapids
2016-11-27,2.61,4143.89,1531.72,2161.72,2.66,447.79,432.62,15.17,0.0,organic,2016,Sacramento
2016-02-07,1.1,310166.32,42668.36,186545.28,334.31,80618.37,78497.61,2120.76,0.0,,2016,HarrisburgScranton
2017-10-29,1.94,6320.26,92.65,741.78,0.0,5485.83,4392.21,1093.62,,organic,2017,Tampa
2016-02-07,0.63,1365558.26,230721.51,557897.36,18935.14,558004.25,50217.97,507786.28,,conventional,2016,Denver
2017-01-15,0.89,251914.74,109163.63,20522.38,121.39,122107.34,106434.47,15372.87,,conventional,2017,Nashville
2018-02-11,1.87,7802.04,,3192.62,0.0,2401.11,2401.11,0.0,,organic,2018,Sacramento
2016-07-10,1.45,14482.73,5.19,145.3,0.0,14332.24,14332.24,0.0,0.0,organic,2016,NorthernNewEngland
2017-10-29,1.29,243340.4,56224.61,94603.45,3515.0,88997.34,41859.63,46967.71,,conventional,2017,LasVegas
2017-09-17,2.4,139471.62,22989.15,25396.53,55.47,91030.47,60324.57,30664.81,41.09,organic,2017,West
2015-05-10,0.98,325085.14,,117101.65,4266.19,55663.97,36501.34,19162.63,,conventional,2015,LasVegas
2015-08-09,2.31,5078.46,1941.88,2656.17,1.36,479.05,479.05,0.0,,organic,2015,HartfordSpringfield
2015-08-02,2.12,3357.29,116.22,1353.43,0.0,1887.64,1887.64,0.0,,organic,2015,Boston
2016-01-10,1.53,4746.74,684.01,2558.51,0.0,1504.22,594.98,909.24,,organic,2016,Nashville
2018-03-25,1.08,277267.97,70493.35,27183.18,9616.52,169974.92,140702.4,20939.89,,conventional,2018,CincinnatiDayton
2016-02-07,1.72,5420.87,1932.23,2613.21,0.0,875.43,160.0,715.43,,organic,2016,Atlanta
2016-01-24,1.33,56919.22,4015.88,16269.58,8256.41,28377.35,11379.03,16998.32,,organic,2016,Plains
2016-05-08,1.56,1750.18,50.8,1364.24,0.0,335.14,335.14,0.0,,organic,2016,GrandRapids
2017-11-26,1.36,543243.0,,171383.0,12038.0,233907.0,93132.0,140775.0,,conventional,2017,Denver
2016-02-28,0.87,227593.54,4252.39,129161.49,16207.08,77972.58,18382.22,56152.18,,conventional,2016,CincinnatiDayton
2016-02-28,0.94,102196.72,2152.34,63256.87,5795.78,30991.73,11801.35,17869.01,,conventional,2016,Louisville
2018-01-28,0.68,1592137.3,,288508.97,12312.08,388905.84,235248.48,147958.47,,conventional,2018,PhoenixTucson
2015-03-01,1.64,8743.37,2206.18,2725.29,0.0,3811.9,3811.9,0.0,0.0,organic,2015,WestTexNewMexico
2017-09-24,1.69,120872.81,53450.48,16472.11,904.63,50045.59,44515.0,5349.24,,conventional,2017,Columbus
2015-11-08,1.74,6908.14,,4296.5,0.0,954.14,216.67,737.47,,organic,2015,Detroit
2015-10-25,1.64,1779.45,,1631.97,0.0,78.42,0.0,78.42,0.0,organic,2015,Louisville
2016-11-27,1.52,58171.89,2793.99,47106.18,18.14,8253.58,7973.98,279.6,,conventional,2016,Albany
2016-12-18,1.45,3202.84,110.89,1166.65,0.0,1925.3,704.82,1220.48,,organic,2016,Indianapolis
2016-03-27,1.14,189944.6,32857.85,90916.21,15518.85,50651.69,45385.09,5266.6,,conventional,2016,Charlotte
2015-04-05,1.13,1668243.39,898263.98,437183.58,11645.81,321150.02,305406.51,9584.33,6159.18,conventional,2015,Plains
2017-02-19,1.62,13264.69,3590.54,2202.3,10.47,7461.38,7429.08,32.3,,organic,2017,HarrisburgScranton
2017-12-17,1.54,14047.41,1020.5,8775.1,0.0,4251.81,4251.81,0.0,0.0,organic,2017,SanDiego
2016-03-20,1.26,3222.83,124.06,1194.0,0.0,1904.77,856.67,1048.1,0.0,organic,2016,Indianapolis
2017-04-23,1.25,262771.53,64102.11,92451.08,2142.77,104075.57,103485.2,577.83,,conventional,2017,RichmondNorfolk
2015-02-15,1.03,28012520.93,12626615.3,9783489.59,845653.52,4756762.52,4096226.46,648632.0,,conventional,2015,TotalUS
2016-11-27,1.22,372144.31,161631.62,55595.26,167.47,154749.96,89194.82,65518.75,36.39,conventional,2016,Atlanta
2016-03-06,0.78,5848140.87,3596735.53,903361.32,390174.57,957869.45,822317.08,128134.68,,conventional,2016,SouthCentral
2016-12-18,1.82,6655.29,325.22,257.46,4.28,6068.33,6034.87,33.46,0.0,organic,2016,HarrisburgScranton
2017-07-23,1.76,1214158.19,,317184.04,3700.92,779486.6,624771.07,154712.59,2.94,organic,2017,TotalUS
2017-03-12,1.29,140126.45,,32440.45,1275.08,44082.23,40701.91,3271.61,,conventional,2017,Columbus
2016-01-10,0.89,99956.44,2088.41,63265.58,2594.82,32007.63,14248.08,17270.79,488.76,conventional,2016,Louisville
2015-06-28,1.38,378931.1,15520.17,234777.69,806.52,127826.72,111168.32,16658.4,,conventional,2015,Philadelphia
2017-01-15,1.77,10857.24,0.0,197.94,0.0,10659.3,10659.3,0.0,,organic,2017,NorthernNewEngland
2017-03-26,2.06,14388.05,2883.71,10030.37,0.0,1473.97,686.67,787.3,,organic,2017,SanDiego
2015-07-12,1.14,597860.19,261870.98,204320.97,12664.42,119003.82,117906.6,980.83,,conventional,2015,Seattle
2015-08-09,1.23,234070.7,42925.31,65067.83,44441.11,81636.45,81028.63,607.82,0.0,conventional,2015,RaleighGreensboro
2017-09-03,2.05,20131.27,,11896.8,0.0,8127.03,8127.03,0.0,,organic,2017,Chicago
2016-04-17,1.33,122388.94,2776.24,73943.65,12.53,45656.52,18674.26,26982.26,0.0,organic,2016,GreatLakes
2018-01-07,1.83,41573.25,118.84,29600.36,0.0,11854.05,11850.72,3.33,0.0,organic,2018,Chicago
2017-05-14,0.95,765147.43,162605.72,154258.39,20830.86,427452.46,412487.49,14659.64,,conventional,2017,Portland
2017-11-05,1.71,6330.44,72.89,1957.67,0.0,4299.88,3131.99,1167.89,,organic,2017,Nashville
2016-08-28,2.05,14070.94,1227.93,8991.09,300.67,3551.25,3534.48,16.77,,organic,2016,BaltimoreWashington
2017-11-12,1.11,518209.0,251896.0,31719.0,1398.0,233196.0,154898.0,75134.0,,conventional,2017,Atlanta
2017-04-16,1.7,717940.19,67839.51,439898.36,6834.65,203367.67,182834.46,20215.15,318.06,conventional,2017,BaltimoreWashington
2017-10-01,2.35,8517.29,239.14,1618.07,0.0,6660.08,5291.11,1368.97,,organic,2017,Orlando
2015-11-08,1.73,1837.88,118.46,1392.66,0.0,326.76,16.67,310.09,0.0,organic,2015,Spokane
2016-07-31,1.66,116608.12,5611.64,67958.96,25.44,43012.08,20164.41,22847.67,,organic,2016,GreatLakes
